productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extSubType,extOracleText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extP,extT,extFlavorText
15037,Angelic Wall,Angelic Wall,https://tcgplayer-cdn.tcgplayer.com/product/15037_200w.jpg,1,1,https://cpt.tcgcsv.com/M08,2024-07-08T16:44:56.937,1,C,5,Creature — Wall,"Defender, flying <em>(This creature can't attack, and it can block creatures with flying.)</em>",0.1,0.25,1.5,0.21,,Normal,0,4,"<em>""The Ancestor protects us in ways we can't begin to comprehend.""
<br>
—Mystic elder</em>"
15037,Angelic Wall,Angelic Wall,https://tcgplayer-cdn.tcgplayer.com/product/15037_200w.jpg,1,1,https://cpt.tcgcsv.com/M08,2024-07-08T16:44:56.937,1,C,5,Creature — Wall,"Defender, flying <em>(This creature can't attack, and it can block creatures with flying.)</em>",0.35,1.0,2.74,1.04,,Foil,0,4,"<em>""The Ancestor protects us in ways we can't begin to comprehend.""
<br>
—Mystic elder</em>"
15038,Arcane Teachings,Arcane Teachings,https://tcgplayer-cdn.tcgplayer.com/product/15038_200w.jpg,1,1,https://cpt.tcgcsv.com/N08,2024-07-26T14:44:49.5,1,U,188,Enchantment — Aura,"Enchant creature <em>(Target a creature as you play this. This card comes into play attached to that creature.)</em>
<br>
Enchanted creature gets +2/+2 and has “T: This creature deals 1 damage to target creature or player.”",0.1,0.3,1.43,0.28,0.18,Normal,,,
15038,Arcane Teachings,Arcane Teachings,https://tcgplayer-cdn.tcgplayer.com/product/15038_200w.jpg,1,1,https://cpt.tcgcsv.com/N08,2024-07-26T14:44:49.5,1,U,188,Enchantment — Aura,"Enchant creature <em>(Target a creature as you play this. This card comes into play attached to that creature.)</em>
<br>
Enchanted creature gets +2/+2 and has “T: This creature deals 1 damage to target creature or player.”",0.76,2.48,6.0,2.49,,Foil,,,
15039,Arcanis the Omnipotent,Arcanis the Omnipotent,https://tcgplayer-cdn.tcgplayer.com/product/15039_200w.jpg,1,1,https://cpt.tcgcsv.com/P08,2024-07-08T16:46:09.52,1,R,66,Legendary Creature — Wizard,"T: Draw three cards.
<br>
2UU: Return Arcanis the Omnipotent to its owner's hand.",0.29,0.68,7.99,0.65,,Normal,3,4,"<em>“Do not concern yourself with my origin, my race, or my ancestry. Seek my record in the pits, and then make your wager.”</em>"
15039,Arcanis the Omnipotent,Arcanis the Omnipotent,https://tcgplayer-cdn.tcgplayer.com/product/15039_200w.jpg,1,1,https://cpt.tcgcsv.com/P08,2024-07-08T16:46:09.52,1,R,66,Legendary Creature — Wizard,"T: Draw three cards.
<br>
2UU: Return Arcanis the Omnipotent to its owner's hand.",9.86,15.75,39.99,9.86,,Foil,3,4,"<em>“Do not concern yourself with my origin, my race, or my ancestry. Seek my record in the pits, and then make your wager.”</em>"
15040,Ascendant Evincar,Ascendant Evincar,https://tcgplayer-cdn.tcgplayer.com/product/15040_200w.jpg,1,1,https://cpt.tcgcsv.com/Q08,2024-07-08T17:07:19.84,1,R,127,Legendary Creature — Vampire,"Flying <em>(This creature can't be blocked except by creatures with flying or reach.)</em>
<br>
Other black creatures get +1/+1.
<br>
Nonblack creatures get -1/-1.",2.26,3.4,13.76,3.52,,Normal,3,3,"<em>His soul snared by an angel's curse, Crovax twisted heroism into its purest shadow.</em>"
15040,Ascendant Evincar,Ascendant Evincar,https://tcgplayer-cdn.tcgplayer.com/product/15040_200w.jpg,1,1,https://cpt.tcgcsv.com/Q08,2024-07-08T17:07:19.84,1,R,127,Legendary Creature — Vampire,"Flying <em>(This creature can't be blocked except by creatures with flying or reach.)</em>
<br>
Other black creatures get +1/+1.
<br>
Nonblack creatures get -1/-1.",9.39,11.14,13.6,10.5,,Foil,3,3,"<em>His soul snared by an angel's curse, Crovax twisted heroism into its purest shadow.</em>"
15041,Assassinate,Assassinate,https://tcgplayer-cdn.tcgplayer.com/product/15041_200w.jpg,1,1,https://cpt.tcgcsv.com/R08,2024-07-26T14:44:49.53,1,C,128,Sorcery,Destroy target tapped creature.,0.01,0.24,2.03,0.08,,Normal,,,"<em>""This is how wars are won—not with armies of soldiers but with a single knife blade, artfully placed.""
<br>
—Yurin, royal assassin</em>"
15041,Assassinate,Assassinate,https://tcgplayer-cdn.tcgplayer.com/product/15041_200w.jpg,1,1,https://cpt.tcgcsv.com/R08,2024-07-26T14:44:49.53,1,C,128,Sorcery,Destroy target tapped creature.,0.22,0.49,2.04,0.25,,Foil,,,"<em>""This is how wars are won—not with armies of soldiers but with a single knife blade, artfully placed.""
<br>
—Yurin, royal assassin</em>"
15042,Aura Graft,Aura Graft,https://tcgplayer-cdn.tcgplayer.com/product/15042_200w.jpg,1,1,https://cpt.tcgcsv.com/S08,2024-07-26T14:44:49.593,1,U,67,Instant,Gain control of target Aura that's attached to a permanent. Attach it to another permanent it can enchant.,0.11,0.28,4.99,0.28,,Normal,,,"<em>""It's not really stealing. It's more like extended borrowing.""</em>"
15042,Aura Graft,Aura Graft,https://tcgplayer-cdn.tcgplayer.com/product/15042_200w.jpg,1,1,https://cpt.tcgcsv.com/S08,2024-07-26T14:44:49.593,1,U,67,Instant,Gain control of target Aura that's attached to a permanent. Attach it to another permanent it can enchant.,0.39,0.71,1.59,,,Foil,,,"<em>""It's not really stealing. It's more like extended borrowing.""</em>"
15043,Aura of Silence,Aura of Silence,https://tcgplayer-cdn.tcgplayer.com/product/15043_200w.jpg,1,1,https://cpt.tcgcsv.com/T08,2024-07-08T17:08:35.197,1,U,6,Enchantment,"Artifact and enchantment spells your opponents play cost 2 more to play.
<br>
Sacrifice Aura of Silence: Destroy target artifact or enchantment.",2.32,3.75,12.99,3.22,,Normal,,,<em>Not all silences are easily broken.</em>
15043,Aura of Silence,Aura of Silence,https://tcgplayer-cdn.tcgplayer.com/product/15043_200w.jpg,1,1,https://cpt.tcgcsv.com/T08,2024-07-08T17:08:35.197,1,U,6,Enchantment,"Artifact and enchantment spells your opponents play cost 2 more to play.
<br>
Sacrifice Aura of Silence: Destroy target artifact or enchantment.",27.74,29.36,42.74,27.79,33.99,Foil,,,<em>Not all silences are easily broken.</em>
15044,Avatar of Might,Avatar of Might,https://tcgplayer-cdn.tcgplayer.com/product/15044_200w.jpg,1,1,https://cpt.tcgcsv.com/V08,2024-07-08T17:09:30.417,1,R,251,Creature — Avatar,"If an opponent controls at least four more creatures than you, Avatar of Might costs 6 less to play.
<br>
Trample <em>(If this creature would deal enough combat damage to its blockers to destroy them, you may have it deal the rest of its damage to defending player.)</em>",0.25,0.75,8.99,0.59,,Normal,8,8,
15044,Avatar of Might,Avatar of Might,https://tcgplayer-cdn.tcgplayer.com/product/15044_200w.jpg,1,1,https://cpt.tcgcsv.com/V08,2024-07-08T17:09:30.417,1,R,251,Creature — Avatar,"If an opponent controls at least four more creatures than you, Avatar of Might costs 6 less to play.
<br>
Trample <em>(If this creature would deal enough combat damage to its blockers to destroy them, you may have it deal the rest of its damage to defending player.)</em>",3.03,5.93,7.26,4.66,,Foil,8,8,
15045,Aven Cloudchaser,Aven Cloudchaser,https://tcgplayer-cdn.tcgplayer.com/product/15045_200w.jpg,1,1,https://cpt.tcgcsv.com/W08,2024-07-08T17:21:23.533,1,C,7,Creature — Bird Soldier,"Flying <em>(This creature can't be blocked except by creatures with flying or reach.)</em>
<br>
When Aven Cloudchaser comes into play, destroy target enchantment.",0.03,0.24,4.77,0.07,,Normal,2,2,
15045,Aven Cloudchaser,Aven Cloudchaser,https://tcgplayer-cdn.tcgplayer.com/product/15045_200w.jpg,1,1,https://cpt.tcgcsv.com/W08,2024-07-08T17:21:23.533,1,C,7,Creature — Bird Soldier,"Flying <em>(This creature can't be blocked except by creatures with flying or reach.)</em>
<br>
When Aven Cloudchaser comes into play, destroy target enchantment.",0.24,0.47,1.03,0.4,,Foil,2,2,
15046,Aven Fisher,Aven Fisher,https://tcgplayer-cdn.tcgplayer.com/product/15046_200w.jpg,1,1,https://cpt.tcgcsv.com/X08,2024-07-08T17:23:39.55,1,C,68,Creature — Bird Soldier,"Flying <em>(This creature can't be blocked except by creatures with flying or reach.)</em>
<br>
When Aven Fisher is put into a graveyard from play, you may draw a card.",0.01,0.24,2.04,0.06,0.03,Normal,2,2,<em>The same spears that catch their food today will defend their homes tomorrow.</em>
15046,Aven Fisher,Aven Fisher,https://tcgplayer-cdn.tcgplayer.com/product/15046_200w.jpg,1,1,https://cpt.tcgcsv.com/X08,2024-07-08T17:23:39.55,1,C,68,Creature — Bird Soldier,"Flying <em>(This creature can't be blocked except by creatures with flying or reach.)</em>
<br>
When Aven Fisher is put into a graveyard from play, you may draw a card.",0.19,0.35,4.33,0.33,0.33,Foil,2,2,<em>The same spears that catch their food today will defend their homes tomorrow.</em>
15047,Aven Windreader,Aven Windreader,https://tcgplayer-cdn.tcgplayer.com/product/15047_200w.jpg,1,1,https://cpt.tcgcsv.com/Z08,2024-07-08T17:25:31.927,1,C,69,Creature — Bird Soldier Wizard,"Flying <em>(This creature can't be blocked except by creatures with flying or reach.)</em>
<br>
1U: Target player reveals the top card of his or her library.",0.01,0.24,3.13,0.08,0.05,Normal,3,3,"<em>""The tiniest ripple tells a story ten fathoms deep.""</em>"
15047,Aven Windreader,Aven Windreader,https://tcgplayer-cdn.tcgplayer.com/product/15047_200w.jpg,1,1,https://cpt.tcgcsv.com/Z08,2024-07-08T17:25:31.927,1,C,69,Creature — Bird Soldier Wizard,"Flying <em>(This creature can't be blocked except by creatures with flying or reach.)</em>
<br>
1U: Target player reveals the top card of his or her library.",0.17,0.35,0.99,0.19,,Foil,3,3,"<em>""The tiniest ripple tells a story ten fathoms deep.""</em>"
15048,Ballista Squad,Ballista Squad,https://tcgplayer-cdn.tcgplayer.com/product/15048_200w.jpg,1,1,https://cpt.tcgcsv.com/-08,2024-07-08T17:25:49.917,1,U,8,Creature — Human Rebel,"XW, T: Ballista Squad deals X damage to target attacking or blocking creature.",0.09,0.25,1.43,0.12,0.2,Normal,2,2,<em>The perfect antidote for a tightly packed formation.</em>
15048,Ballista Squad,Ballista Squad,https://tcgplayer-cdn.tcgplayer.com/product/15048_200w.jpg,1,1,https://cpt.tcgcsv.com/-08,2024-07-08T17:25:49.917,1,U,8,Creature — Human Rebel,"XW, T: Ballista Squad deals X damage to target attacking or blocking creature.",0.24,0.49,0.91,0.25,,Foil,2,2,<em>The perfect antidote for a tightly packed formation.</em>
15049,Bandage,Bandage,https://tcgplayer-cdn.tcgplayer.com/product/15049_200w.jpg,1,1,https://cpt.tcgcsv.com/_08,2024-07-08T17:27:27.19,1,C,9,Instant,"Prevent the next 1 damage that would be dealt to target creature or player this turn.
<br>
Draw a card.",0.12,0.3,3.77,0.24,,Normal,,,"<em>Life is measured in inches. To a healer, every one of those inches is precious.</em>"
15049,Bandage,Bandage,https://tcgplayer-cdn.tcgplayer.com/product/15049_200w.jpg,1,1,https://cpt.tcgcsv.com/_08,2024-07-08T17:27:27.19,1,C,9,Instant,"Prevent the next 1 damage that would be dealt to target creature or player this turn.
<br>
Draw a card.",4.99,6.09,21.34,15.99,,Foil,,,"<em>Life is measured in inches. To a healer, every one of those inches is precious.</em>"
15050,Battlefield Forge,Battlefield Forge,https://tcgplayer-cdn.tcgplayer.com/product/15050_200w.jpg,1,1,https://cpt.tcgcsv.com/028,2024-07-08T17:27:43.267,1,R,348,Land,"T: Add 1 to your pool.
<br>
T: Add R or W to your pool. Battlefield Forge deals 1 damage to you.",1.78,2.58,8.99,2.49,,Normal,,,
15050,Battlefield Forge,Battlefield Forge,https://tcgplayer-cdn.tcgplayer.com/product/15050_200w.jpg,1,1,https://cpt.tcgcsv.com/028,2024-07-08T17:27:43.267,1,R,348,Land,"T: Add 1 to your pool.
<br>
T: Add R or W to your pool. Battlefield Forge deals 1 damage to you.",8.08,9.48,15.0,12.72,,Foil,,,
15051,Beacon of Destruction,Beacon of Destruction,https://tcgplayer-cdn.tcgplayer.com/product/15051_200w.jpg,1,1,https://cpt.tcgcsv.com/228,2024-07-08T17:29:26.437,1,R,189,Instant,Beacon of Destruction deals 5 damage to target creature or player. Shuffle Beacon of Destruction into its owner's library.,0.09,0.48,8.99,0.26,0.25,Normal,,,"<em>The Great Furnace's blessing is a spectacular sight, but the best view comes at a high cost.</em>"
15051,Beacon of Destruction,Beacon of Destruction,https://tcgplayer-cdn.tcgplayer.com/product/15051_200w.jpg,1,1,https://cpt.tcgcsv.com/228,2024-07-08T17:29:26.437,1,R,189,Instant,Beacon of Destruction deals 5 damage to target creature or player. Shuffle Beacon of Destruction into its owner's library.,2.06,3.28,3.99,2.59,,Foil,,,"<em>The Great Furnace's blessing is a spectacular sight, but the best view comes at a high cost.</em>"
15052,Beacon of Immortality,Beacon of Immortality,https://tcgplayer-cdn.tcgplayer.com/product/15052_200w.jpg,1,1,https://cpt.tcgcsv.com/328,2024-07-08T17:31:01.777,1,R,10,Instant,Double target player's life total. Shuffle Beacon of Immortality into its owner's library.,5.32,7.61,10.64,6.6,,Normal,,,<em>The cave floods with light. A thousand rays shine forth and meld into one.</em>
15052,Beacon of Immortality,Beacon of Immortality,https://tcgplayer-cdn.tcgplayer.com/product/15052_200w.jpg,1,1,https://cpt.tcgcsv.com/328,2024-07-08T17:31:01.777,1,R,10,Instant,Double target player's life total. Shuffle Beacon of Immortality into its owner's library.,18.74,57.59,64.66,28.82,,Foil,,,<em>The cave floods with light. A thousand rays shine forth and meld into one.</em>
15053,Beacon of Unrest,Beacon of Unrest,https://tcgplayer-cdn.tcgplayer.com/product/15053_200w.jpg,1,1,https://cpt.tcgcsv.com/528,2024-07-08T17:32:20.66,1,R,129,Sorcery,Put target artifact or creature card in a graveyard into play under your control. Shuffle Beacon of Unrest into its owner's library.,0.3,0.84,8.25,0.65,0.49,Normal,,,<em>A vertical scream pierces the night air and echoes doom through the clouds.</em>
15053,Beacon of Unrest,Beacon of Unrest,https://tcgplayer-cdn.tcgplayer.com/product/15053_200w.jpg,1,1,https://cpt.tcgcsv.com/528,2024-07-08T17:32:20.66,1,R,129,Sorcery,Put target artifact or creature card in a graveyard into play under your control. Shuffle Beacon of Unrest into its owner's library.,4.35,5.55,13.39,2.24,,Foil,,,<em>A vertical scream pierces the night air and echoes doom through the clouds.</em>
15054,Benalish Knight,Benalish Knight,https://tcgplayer-cdn.tcgplayer.com/product/15054_200w.jpg,1,1,https://cpt.tcgcsv.com/628,2024-07-08T17:33:32.56,1,C,11,Creature — Human Knight,"Flash <em>(You may play this spell any time you could play an instant.)</em>
<br>
First strike <em>(This creature deals combat damage before creatures without first strike.)</em>",0.03,0.23,2.06,0.11,0.07,Normal,2,2,"<em>""We called them 'armored lightning.'""
<br>
—Gerrard of the</em> Weatherlight"
15054,Benalish Knight,Benalish Knight,https://tcgplayer-cdn.tcgplayer.com/product/15054_200w.jpg,1,1,https://cpt.tcgcsv.com/628,2024-07-08T17:33:32.56,1,C,11,Creature — Human Knight,"Flash <em>(You may play this spell any time you could play an instant.)</em>
<br>
First strike <em>(This creature deals combat damage before creatures without first strike.)</em>",0.64,1.37,2.71,,,Foil,2,2,"<em>""We called them 'armored lightning.'""
<br>
—Gerrard of the</em> Weatherlight"
15055,Birds of Paradise,Birds of Paradise,https://tcgplayer-cdn.tcgplayer.com/product/15055_200w.jpg,1,1,https://cpt.tcgcsv.com/728,2024-07-08T17:33:59.38,1,R,252,Creature — Bird,"Flying <em>(This creature can't be blocked except by creatures with flying or reach.)</em>
<br>
T: Add one mana of any color to your pool.",5.65,11.49,15.0,6.76,,Normal,0,1,
15055,Birds of Paradise,Birds of Paradise,https://tcgplayer-cdn.tcgplayer.com/product/15055_200w.jpg,1,1,https://cpt.tcgcsv.com/728,2024-07-08T17:33:59.38,1,R,252,Creature — Bird,"Flying <em>(This creature can't be blocked except by creatures with flying or reach.)</em>
<br>
T: Add one mana of any color to your pool.",24.99,28.12,97.8,31.8,55.34,Foil,0,1,
